Addr	OpCode	OpCode2	Op
16d0	0303		ActiveEntity.SetMoveSpeed(POP1)
16d1	0100		CLEAR
16d2	0114	1c3a	PUSH Bank0[0387].Bit(2)
16d4	0017		PUSH !POP1
16d5	0201	16e8	JUMPZ(POP1) 16e8
16d7	0100		CLEAR
16d8	0110	0002	PUSH #0002
16da	0110	0000	PUSH #0000
16dc	030e		ActiveEntity.PlayAnimation(POP2, POP1)
16dd	0100		CLEAR
16de	0110	001c	PUSH #001c
16e0	0305		SetNumWaitFrames(POP1)
16e1	0306		Wait()
16e2	0100		CLEAR
16e3	0114	1c3a	PUSH Bank0[0387].Bit(2)
16e5	0110	0001	PUSH #0001
16e7	00e0		WRITE BANK POP2 = POP1
16e8	0100		CLEAR
16e9	0110	0003	PUSH #0003
16eb	0110	0000	PUSH #0000
16ed	030e		ActiveEntity.PlayAnimation(POP2, POP1)
16ee	0100		CLEAR
16ef	0114	1c3b	PUSH Bank0[0387].Bit(3)
16f1	0017		PUSH !POP1
16f2	0201	1707	JUMPZ(POP1) 1707
16f4	0100		CLEAR
16f5	0110	0004	PUSH #0004
16f7	034a		Op34a(POP1)
16f8	0100		CLEAR
16f9	0110	0014	PUSH #0014
16fb	0305		SetNumWaitFrames(POP1)
16fc	0306		Wait()
16fd	0100		CLEAR
16fe	0110	0005	PUSH #0005
1700	034a		Op34a(POP1)
1701	0100		CLEAR
1702	0114	1c3b	PUSH Bank0[0387].Bit(3)
1704	0110	0001	PUSH #0001
1706	00e0		WRITE BANK POP2 = POP1
1707	0100		CLEAR
1708	0118	038f	PUSH Bank0[038f]
170a	0110	0000	PUSH #0000
170c	00e0		WRITE BANK POP2 = POP1
170d	0100		CLEAR
170e	0114	1c36	PUSH Bank0[0386].Bit(6)
1710	0110	0001	PUSH #0001
1712	00e0		WRITE BANK POP2 = POP1
1713	0100		CLEAR
1714	0114	1c35	PUSH Bank0[0386].Bit(5)
1716	0110	0001	PUSH #0001
1718	00e0		WRITE BANK POP2 = POP1
1719	0100		CLEAR
171a	0114	1c39	PUSH Bank0[0387].Bit(1)
171c	0110	0000	PUSH #0000
171e	00e0		WRITE BANK POP2 = POP1
171f	0203		RETURN
1720	0100		CLEAR
1721	0110	0000	PUSH #0000
1723	0303		ActiveEntity.SetMoveSpeed(POP1)
1724	0100		CLEAR
1725	0110	0005	PUSH #0005
1727	0110	0000	PUSH #0000
1729	030e		ActiveEntity.PlayAnimation(POP2, POP1)
172a	0100		CLEAR
172b	0110	01b1	PUSH #01b1
172d	031d		PlaySoundEffect(POP1)
172e	0100		CLEAR
172f	0110	00fa	PUSH #00fa
1731	0110	0000	PUSH #0000
1733	033b		FadeOut(POP2, POP1)
1734	0100		CLEAR
1735	0110	0003	PUSH #0003
1737	0305		SetNumWaitFrames(POP1)
1738	0306		Wait()
1739	0100		CLEAR
173a	0110	00fa	PUSH #00fa
173c	0110	0000	PUSH #0000
173e	0348		FadeIn(POP2, POP1)
173f	0100		CLEAR
1740	0110	0001	PUSH #0001
1742	0305		SetNumWaitFrames(POP1)
1743	0306		Wait()
1744	0100		CLEAR
1745	0110	0003	PUSH #0003
1747	0219		CALL Model(POP1).Function(0015)
1748	0100		CLEAR
1749	0110	0028	PUSH #0028
174b	0305		SetNumWaitFrames(POP1)
174c	0306		Wait()
174d	0100		CLEAR
174e	0110	0006	PUSH #0006
1750	0110	0000	PUSH #0000
1752	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1753	0100		CLEAR
1754	0110	0009	PUSH #0009
1756	0305		SetNumWaitFrames(POP1)
1757	0306		Wait()
1758	0100		CLEAR
1759	0110	0000	PUSH #0000
175b	0110	0001	PUSH #0001
175d	030e		ActiveEntity.PlayAnimation(POP2, POP1)
175e	0100		CLEAR
175f	0118	038f	PUSH Bank0[038f]
1761	0110	0005	PUSH #0005
1763	0060		PUSH POP2 < POP1
1764	0201	176f	JUMPZ(POP1) 176f
1766	0100		CLEAR
1767	0118	038f	PUSH Bank0[038f]
1769	0118	038f	PUSH Bank0[038f]
176b	0110	0001	PUSH #0001
176d	0040		PUSH POP2 + POP1
176e	00e0		WRITE BANK POP2 = POP1
176f	0203		RETURN
1770	0100		CLEAR
1771	0110	0004	PUSH #0004
1773	0110	0000	PUSH #0000
1775	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1776	0100		CLEAR
1777	0110	010a	PUSH #010a
1779	031d		PlaySoundEffect(POP1)
177a	0100		CLEAR
177b	0110	0050	PUSH #0050
177d	0305		SetNumWaitFrames(POP1)
177e	0306		Wait()
177f	0100		CLEAR
1780	0110	000a	PUSH #000a
1782	030a		Op30a(POP1)
1783	0100		CLEAR
1784	0110	0064	PUSH #0064
1786	0305		SetNumWaitFrames(POP1)
1787	0306		Wait()
1788	0100		CLEAR
1789	0110	0008	PUSH #0008
178b	0110	0000	PUSH #0000
178d	033b		FadeOut(POP2, POP1)
178e	0100		CLEAR
178f	0110	0000	PUSH #0000
1791	031d		PlaySoundEffect(POP1)
1792	0100		CLEAR
1793	0110	0064	PUSH #0064
1795	0305		SetNumWaitFrames(POP1)
1796	0306		Wait()
1797	0100		CLEAR
1798	0110	0008	PUSH #0008
179a	0110	0000	PUSH #0000
179c	0348		FadeIn(POP2, POP1)
179d	0100		CLEAR
179e	0110	002d	PUSH #002d
17a0	033d		SetFieldEntryPointFromFieldTblId(POP1)
17a1	0100		CLEAR
17a2	0114	1c34	PUSH Bank0[0386].Bit(4)
17a4	0110	0001	PUSH #0001
17a6	00e0		WRITE BANK POP2 = POP1
17a7	0203		RETURN
17a8	0100		CLEAR
17a9	011b	0008	PUSH GetSpecial(0008)
17ab	0110	0003	PUSH #0003
17ad	0070		PUSH POP2 == POP1
17ae	0201	1937	JUMPZ(POP1) 1937
17b0	0100		CLEAR
17b1	0114	1c33	PUSH Bank0[0386].Bit(3)
17b3	0017		PUSH !POP1
17b4	0201	17de	JUMPZ(POP1) 17de
17b6	0100		CLEAR
17b7	011b	0008	PUSH GetSpecial(0008)
17b9	0019		PUSH ActiveEntity.GetDistanceToModel(POP1)
17ba	0110	00c8	PUSH #00c8
17bc	0062		PUSH POP2 <= POP1
17bd	0201	17dc	JUMPZ(POP1) 17dc
17bf	0100		CLEAR
17c0	0114	1c33	PUSH Bank0[0386].Bit(3)
17c2	0110	0001	PUSH #0001
17c4	00e0		WRITE BANK POP2 = POP1
17c5	0100		CLEAR
17c6	0110	0000	PUSH #0000
17c8	0307		SetControlsEnabled(POP1)
17c9	0100		CLEAR
17ca	0110	0005	PUSH #0005
17cc	0110	0000	PUSH #0000
17ce	030e		ActiveEntity.PlayAnimation(POP2, POP1)
17cf	0100		CLEAR
17d0	0110	01b1	PUSH #01b1
17d2	031d		PlaySoundEffect(POP1)
17d3	0100		CLEAR
17d4	0110	0023	PUSH #0023
17d6	0305		SetNumWaitFrames(POP1)
17d7	0306		Wait()
17d8	0100		CLEAR
17d9	0110	0119	PUSH #0119
17db	0317		TriggerBattle(SceneId=POP1)
17dc	0200	1937	JUMP 1937
17de	0100		CLEAR
17df	0114	03da	PUSH Bank0[007b].Bit(2)
17e1	0201	1817	JUMPZ(POP1) 1817
17e3	0100		CLEAR
17e4	011b	0008	PUSH GetSpecial(0008)
17e6	0019		PUSH ActiveEntity.GetDistanceToModel(POP1)
17e7	0110	0078	PUSH #0078
17e9	0062		PUSH POP2 <= POP1
17ea	0201	1815	JUMPZ(POP1) 1815
17ec	0100		CLEAR
17ed	0114	1c37	PUSH Bank0[0386].Bit(7)
17ef	0110	0000	PUSH #0000
17f1	00e0		WRITE BANK POP2 = POP1
17f2	0100		CLEAR
17f3	0114	1c36	PUSH Bank0[0386].Bit(6)
17f5	0110	0000	PUSH #0000
17f7	00e0		WRITE BANK POP2 = POP1
17f8	0100		CLEAR
17f9	0118	0394	PUSH Bank0[0394]
17fb	0110	0000	PUSH #0000
17fd	00e0		WRITE BANK POP2 = POP1
17fe	0100		CLEAR
17ff	0110	0000	PUSH #0000
1801	0307		SetControlsEnabled(POP1)
1802	0100		CLEAR
1803	0110	0005	PUSH #0005
1805	0110	0000	PUSH #0000
1807	030e		ActiveEntity.PlayAnimation(POP2, POP1)
1808	0100		CLEAR
1809	0110	01b1	PUSH #01b1
180b	031d		PlaySoundEffect(POP1)
180c	0100		CLEAR
180d	0110	0023	PUSH #0023
180f	0305		SetNumWaitFrames(POP1)
1810	0306		Wait()
1811	0100		CLEAR
1812	0110	011f	PUSH #011f
1814	0317		TriggerBattle(SceneId=POP1)
1815	0200	1937	JUMP 1937
1817	0100		CLEAR
1818	011b	0008	PUSH GetSpecial(0008)
181a	0019		PUSH ActiveEntity.GetDistanceToModel(POP1)
181b	0110	0050	PUSH #0050
181d	0062		PUSH POP2 <= POP1
181e	0201	1937	JUMPZ(POP1) 1937
1820	0100		CLEAR
1821	0114	1c35	PUSH Bank0[0386].Bit(5)
1823	0201	1933	JUMPZ(POP1) 1933
1825	0100		CLEAR
1826	0118	0394	PUSH Bank0[0394]
1828	0110	000d	PUSH #000d
182a	0070		PUSH POP2 == POP1
182b	0118	0394	PUSH Bank0[0394]
182d	0110	000f	PUSH #000f
182f	0070		PUSH POP2 == POP1
1830	00c0		PUSH POP2 || POP1
1831	0201	1857	JUMPZ(POP1) 1857
1833	0100		CLEAR
1834	0114	1c35	PUSH Bank0[0386].Bit(5)
1836	0110	0000	PUSH #0000
1838	00e0		WRITE BANK POP2 = POP1
1839	0100		CLEAR
183a	0114	1c3a	PUSH Bank0[0387].Bit(2)
183c	0110	0000	PUSH #0000
183e	00e0		WRITE BANK POP2 = POP1
183f	0100		CLEAR
1840	0114	1c37	PUSH Bank0[0386].Bit(7)
1842	0110	0000	PUSH #0000
1844	00e0		WRITE BANK POP2 = POP1
1845	0100		CLEAR
1846	0114	1c36	PUSH Bank0[0386].Bit(6)
1848	0110	0000	PUSH #0000
184a	00e0		WRITE BANK POP2 = POP1
184b	0100		CLEAR
184c	0118	0394	PUSH Bank0[0394]
184e	0110	0000	PUSH #0000
1850	00e0		WRITE BANK POP2 = POP1
1851	0100		CLEAR
1852	0110	011a	PUSH #011a
1854	0317		TriggerBattle(SceneId=POP1)
1855	0200	1931	JUMP 1931
1857	0100		CLEAR
1858	0118	0394	PUSH Bank0[0394]
185a	0110	0009	PUSH #0009
185c	0070		PUSH POP2 == POP1
185d	0201	1883	JUMPZ(POP1) 1883
185f	0100		CLEAR
1860	0114	1c35	PUSH Bank0[0386].Bit(5)
1862	0110	0000	PUSH #0000
1864	00e0		WRITE BANK POP2 = POP1
1865	0100		CLEAR
1866	0114	1c3a	PUSH Bank0[0387].Bit(2)
1868	0110	0000	PUSH #0000
186a	00e0		WRITE BANK POP2 = POP1
186b	0100		CLEAR
186c	0114	1c37	PUSH Bank0[0386].Bit(7)
186e	0110	0000	PUSH #0000
1870	00e0		WRITE BANK POP2 = POP1
1871	0100		CLEAR
1872	0114	1c36	PUSH Bank0[0386].Bit(6)
1874	0110	0000	PUSH #0000
1876	00e0		WRITE BANK POP2 = POP1
1877	0100		CLEAR
1878	0118	0394	PUSH Bank0[0394]
187a	0110	0000	PUSH #0000
187c	00e0		WRITE BANK POP2 = POP1
187d	0100		CLEAR
187e	0110	0126	PUSH #0126
1880	0317		TriggerBattle(SceneId=POP1)
1881	0200	1931	JUMP 1931
1883	0100		CLEAR
1884	0118	0394	PUSH Bank0[0394]
1886	0110	000a	PUSH #000a
1888	0070		PUSH POP2 == POP1
1889	0201	18af	JUMPZ(POP1) 18af
188b	0100		CLEAR
188c	0114	1c35	PUSH Bank0[0386].Bit(5)
188e	0110	0000	PUSH #0000
1890	00e0		WRITE BANK POP2 = POP1
1891	0100		CLEAR
1892	0114	1c3a	PUSH Bank0[0387].Bit(2)
1894	0110	0000	PUSH #0000
1896	00e0		WRITE BANK POP2 = POP1
1897	0100		CLEAR
1898	0114	1c37	PUSH Bank0[0386].Bit(7)
189a	0110	0000	PUSH #0000
189c	00e0		WRITE BANK POP2 = POP1
189d	0100		CLEAR
189e	0114	1c36	PUSH Bank0[0386].Bit(6)
18a0	0110	0000	PUSH #0000
18a2	00e0		WRITE BANK POP2 = POP1
18a3	0100		CLEAR
18a4	0118	0394	PUSH Bank0[0394]
18a6	0110	0000	PUSH #0000
18a8	00e0		WRITE BANK POP2 = POP1
18a9	0100		CLEAR
18aa	0110	011b	PUSH #011b
18ac	0317		TriggerBattle(SceneId=POP1)
18ad	0200	1931	JUMP 1931
18af	0100		CLEAR
18b0	0118	0394	PUSH Bank0[0394]
18b2	0110	000b	PUSH #000b
18b4	0070		PUSH POP2 == POP1
18b5	0201	18db	JUMPZ(POP1) 18db
18b7	0100		CLEAR
18b8	0114	1c35	PUSH Bank0[0386].Bit(5)
18ba	0110	0000	PUSH #0000
18bc	00e0		WRITE BANK POP2 = POP1
18bd	0100		CLEAR
18be	0114	1c3a	PUSH Bank0[0387].Bit(2)
18c0	0110	0000	PUSH #0000
18c2	00e0		WRITE BANK POP2 = POP1
18c3	0100		CLEAR
18c4	0114	1c37	PUSH Bank0[0386].Bit(7)
18c6	0110	0000	PUSH #0000
18c8	00e0		WRITE BANK POP2 = POP1
18c9	0100		CLEAR
18ca	0114	1c36	PUSH Bank0[0386].Bit(6)
18cc	0110	0000	PUSH #0000
18ce	00e0		WRITE BANK POP2 = POP1
18cf	0100		CLEAR
18d0	0118	0394	PUSH Bank0[0394]
18d2	0110	0000	PUSH #0000
18d4	00e0		WRITE BANK POP2 = POP1
18d5	0100		CLEAR
18d6	0110	011c	PUSH #011c
18d8	0317		TriggerBattle(SceneId=POP1)
18d9	0200	1931	JUMP 1931
18db	0100		CLEAR
18dc	0118	0394	PUSH Bank0[0394]
18de	0110	000c	PUSH #000c
18e0	0070		PUSH POP2 == POP1
18e1	0201	1907	JUMPZ(POP1) 1907
18e3	0100		CLEAR
18e4	0114	1c35	PUSH Bank0[0386].Bit(5)
18e6	0110	0000	PUSH #0000
18e8	00e0		WRITE BANK POP2 = POP1
18e9	0100		CLEAR
18ea	0114	1c3a	PUSH Bank0[0387].Bit(2)
18ec	0110	0000	PUSH #0000
18ee	00e0		WRITE BANK POP2 = POP1
18ef	0100		CLEAR
18f0	0114	1c37	PUSH Bank0[0386].Bit(7)
18f2	0110	0000	PUSH #0000
18f4	00e0		WRITE BANK POP2 = POP1
18f5	0100		CLEAR
18f6	0114	1c36	PUSH Bank0[0386].Bit(6)
18f8	0110	0000	PUSH #0000
18fa	00e0		WRITE BANK POP2 = POP1
18fb	0100		CLEAR
18fc	0118	0394	PUSH Bank0[0394]
18fe	0110	0000	PUSH #0000
1900	00e0		WRITE BANK POP2 = POP1
1901	0100		CLEAR
1902	0110	011d	PUSH #011d
1904	0317		TriggerBattle(SceneId=POP1)
1905	0200	1931	JUMP 1931
1907	0100		CLEAR
1908	0118	0394	PUSH Bank0[0394]
190a	0110	000e	PUSH #000e
190c	0070		PUSH POP2 == POP1
190d	0201	1931	JUMPZ(POP1) 1931
190f	0100		CLEAR
1910	0114	1c35	PUSH Bank0[0386].Bit(5)
1912	0110	0000	PUSH #0000
1914	00e0		WRITE BANK POP2 = POP1
1915	0100		CLEAR
1916	0114	1c3a	PUSH Bank0[0387].Bit(2)
1918	0110	0000	PUSH #0000
191a	00e0		WRITE BANK POP2 = POP1
191b	0100		CLEAR
191c	0114	1c37	PUSH Bank0[0386].Bit(7)
191e	0110	0000	PUSH #0000
1920	00e0		WRITE BANK POP2 = POP1
1921	0100		CLEAR
1922	0114	1c36	PUSH Bank0[0386].Bit(6)
1924	0110	0000	PUSH #0000
1926	00e0		WRITE BANK POP2 = POP1
1927	0100		CLEAR
1928	0118	0394	PUSH Bank0[0394]
192a	0110	0000	PUSH #0000
192c	00e0		WRITE BANK POP2 = POP1
192d	0100		CLEAR
192e	0110	011e	PUSH #011e
1930	0317		TriggerBattle(SceneId=POP1)
1931	0200	1937	JUMP 1937
1933	0100		CLEAR
1934	0110	000b	PUSH #000b
1936	021e		CALL Model(POP1).Function(001a)
1937	0100		CLEAR
1938	0114	1c33	PUSH Bank0[0386].Bit(3)
193a	0201	19f9	JUMPZ(POP1) 19f9
193c	0100		CLEAR
193d	0114	03da	PUSH Bank0[007b].Bit(2)
193f	0017		PUSH !POP1
1940	0201	19f1	JUMPZ(POP1) 19f1
1942	0100		CLEAR
1943	0114	1c36	PUSH Bank0[0386].Bit(6)
1945	0017		PUSH !POP1
1946	0201	19eb	JUMPZ(POP1) 19eb
1948	0100		CLEAR
1949	0118	038f	PUSH Bank0[038f]
194b	0110	0005	PUSH #0005
194d	0070		PUSH POP2 == POP1
194e	0201	1996	JUMPZ(POP1) 1996
1950	0100		CLEAR
1951	0114	1c39	PUSH Bank0[0387].Bit(1)
1953	0017		PUSH !POP1
1954	0201	197f	JUMPZ(POP1) 197f
1956	0100		CLEAR
1957	0114	1c39	PUSH Bank0[0387].Bit(1)
1959	0110	0001	PUSH #0001
195b	00e0		WRITE BANK POP2 = POP1
195c	0100		CLEAR
195d	0118	0394	PUSH Bank0[0394]
195f	011b	0010	PUSH GetSpecial(0010)
1961	0110	0007	PUSH #0007
1963	0030		PUSH POP2 * POP1
1964	0110	0008	PUSH #0008
1966	0051		PUSH POP2 >> POP1
1967	00e0		WRITE BANK POP2 = POP1
1968	0100		CLEAR
1969	0118	0394	PUSH Bank0[0394]
196b	0118	0394	PUSH Bank0[0394]
196d	0110	0009	PUSH #0009
196f	0040		PUSH POP2 + POP1
1970	00e0		WRITE BANK POP2 = POP1
1971	0100		CLEAR
1972	0118	0394	PUSH Bank0[0394]
1974	0110	0000	PUSH #0000
1976	0070		PUSH POP2 == POP1
1977	0201	197f	JUMPZ(POP1) 197f
1979	0100		CLEAR
197a	0118	0394	PUSH Bank0[0394]
197c	0110	000f	PUSH #000f
197e	00e0		WRITE BANK POP2 = POP1
197f	0100		CLEAR
1980	0118	0394	PUSH Bank0[0394]
1982	0321		Op321(POP1)
1983	0100		CLEAR
1984	0110	00c8	PUSH #00c8
1986	0303		ActiveEntity.SetMoveSpeed(POP1)
1987	0100		CLEAR
1988	0118	0394	PUSH Bank0[0394]
198a	0018		PUSH ActiveEntity.GetDistanceToPoint(POP1)
198b	0110	0096	PUSH #0096
198d	0062		PUSH POP2 <= POP1
198e	0201	1994	JUMPZ(POP1) 1994
1990	0100		CLEAR
1991	0110	000b	PUSH #000b
1993	021d		CALL Model(POP1).Function(0019)
1994	0200	19e9	JUMP 19e9
1996	0100		CLEAR
1997	011c	0392	PUSH Bank0_16bit[0392]
1999	0110	00ff	PUSH #00ff
199b	0070		PUSH POP2 == POP1
199c	0201	19b7	JUMPZ(POP1) 19b7
199e	0100		CLEAR
199f	0110	00c8	PUSH #00c8
19a1	0303		ActiveEntity.SetMoveSpeed(POP1)
19a2	0100		CLEAR
19a3	0110	0004	PUSH #0004
19a5	0321		Op321(POP1)
19a6	0100		CLEAR
19a7	0110	0004	PUSH #0004
19a9	0018		PUSH ActiveEntity.GetDistanceToPoint(POP1)
19aa	0110	00ff	PUSH #00ff
19ac	0062		PUSH POP2 <= POP1
19ad	0201	19b5	JUMPZ(POP1) 19b5
19af	0100		CLEAR
19b0	011c	0392	PUSH Bank0_16bit[0392]
19b2	0110	0000	PUSH #0000
19b4	00e0		WRITE BANK POP2 = POP1
19b5	0200	19e9	JUMP 19e9
19b7	0100		CLEAR
19b8	0118	038e	PUSH Bank0[038e]
19ba	0110	0032	PUSH #0032
19bc	0060		PUSH POP2 < POP1
19bd	0201	19c5	JUMPZ(POP1) 19c5
19bf	0100		CLEAR
19c0	0110	00c8	PUSH #00c8
19c2	0303		ActiveEntity.SetMoveSpeed(POP1)
19c3	0200	19e0	JUMP 19e0
19c5	0100		CLEAR
19c6	0118	038e	PUSH Bank0[038e]
19c8	0110	0046	PUSH #0046
19ca	0070		PUSH POP2 == POP1
19cb	0201	19e0	JUMPZ(POP1) 19e0
19cd	0100		CLEAR
19ce	011b	0010	PUSH GetSpecial(0010)
19d0	0304		ActiveEntity.SetDirectionAndFacing(POP1)
19d1	0100		CLEAR
19d2	0118	038e	PUSH Bank0[038e]
19d4	0110	0000	PUSH #0000
19d6	00e0		WRITE BANK POP2 = POP1
19d7	0100		CLEAR
19d8	011c	0392	PUSH Bank0_16bit[0392]
19da	011c	0392	PUSH Bank0_16bit[0392]
19dc	0110	0001	PUSH #0001
19de	0040		PUSH POP2 + POP1
19df	00e0		WRITE BANK POP2 = POP1
19e0	0100		CLEAR
19e1	0118	038e	PUSH Bank0[038e]
19e3	0118	038e	PUSH Bank0[038e]
19e5	0110	0001	PUSH #0001
19e7	0040		PUSH POP2 + POP1
19e8	00e0		WRITE BANK POP2 = POP1
19e9	0200	19ef	JUMP 19ef
19eb	0100		CLEAR
19ec	0110	000b	PUSH #000b
19ee	021d		CALL Model(POP1).Function(0019)
19ef	0200	19f7	JUMP 19f7
19f1	0100		CLEAR
19f2	0110	0004	PUSH #0004
19f4	0110	0000	PUSH #0000
19f6	030e		ActiveEntity.PlayAnimation(POP2, POP1)
19f7	0200	19ff	JUMP 19ff
19f9	0100		CLEAR
19fa	0110	0004	PUSH #0004
19fc	0110	0000	PUSH #0000
19fe	030e		ActiveEntity.PlayAnimation(POP2, POP1)
19ff	0100		CLEAR

